customer_sk,customer_unique_id,customer_state,customer_region,recency_days,frequency_orders,monetary_value,avg_order_value,avg_review_score,customer_lifetime_days,rfm_score,customer_value,kmeans_cluster,dbscan_cluster,segment_label,pca_1,pca_2
94323,628b5fda35baf944099fc4da84a69ac1,SP,Sudeste,3049.0,1,249.64,62.41,1.0,0.0,8,Medium Value,2,1,😴 Lost Customers,0.08851535863340014,1.80637101867605
56369,80b5c70d20058c553d662a56cbff22e5,SP,Sudeste,3049.0,1,249.64,62.41,5.0,0.0,8,Medium Value,1,1,😴 Lost Customers,-0.3337222867002799,-0.20625576315764724
50684,cf68ed00e583c4c3802cd3eeaf4bbfd4,DF,Centro-Oeste,2989.0,1,249.62,249.62,1.0,0.0,9,Medium Value,2,1,😴 Lost Customers,0.7515506979229278,1.4073541436113666
2957,4ca44a27ba34f607ea3ae793a034ab02,RJ,Sudeste,2977.0,1,249.62,249.62,2.0,0.0,9,Medium Value,2,1,😴 Lost Customers,0.646332458762873,0.8447596396829932
73724,350b4f552289d46cd2a225f9a5f9d869,SP,Sudeste,2805.0,1,249.61,249.61,5.0,0.0,11,High Value,1,1,😴 Lost Customers,0.33449767279177,-1.5166467154596446
88034,f0426ee5a4561237113a62b40855f80d,PR,Sul,2808.0,1,249.61,249.61,5.0,0.0,11,High Value,1,1,😴 Lost Customers,0.3344123797484287,-1.5017872633421572
47741,3d0069224545e8fb3b67f447e5a3d43e,SP,Sudeste,3329.0,1,249.6,62.4,3.0,0.0,7,Medium Value,2,1,😴 Lost Customers,-0.13064491363380357,2.1869461181726377
30789,b61ca21a9f10b3373c257ff5a1a1ef65,SP,Sudeste,3073.0,1,249.57,249.57,5.0,0.0,8,Medium Value,1,1,😴 Lost Customers,0.3266914150969722,-0.18917971575650544
68235,877ad3fe01f41d125b2c3dad4e9cf2eb,MG,Sudeste,2833.0,1,249.57,249.57,5.0,0.0,11,High Value,1,1,😴 Lost Customers,0.3335148585642756,-1.377935885155484
75982,175f6054ac3c60c8bbcdbc517e457818,RJ,Sudeste,3244.0,1,249.56,249.56,5.0,0.0,7,Medium Value,1,1,😴 Lost Customers,0.3217830251707747,0.6578147075755033
43301,7ab96699a10835c7d3dc8dc9c25e38e3,RJ,Sudeste,3222.0,1,249.56,249.56,5.0,0.0,7,Medium Value,1,1,😴 Lost Customers,0.32240850748861083,0.5488453920472636
25276,292efecbfd48ae86505f777f955ac096,SP,Sudeste,2902.0,1,249.56,62.39,4.0,0.0,10,High Value,1,1,😴 Lost Customers,-0.2241450473534894,-0.431199635893508
64609,fcecce72bd0d8b335a86ab93b1fc72da,SP,Sudeste,2909.0,1,249.55,249.55,4.0,0.0,10,High Value,1,1,😴 Lost Customers,0.43682013988822854,-0.49832843078357686
36852,77bef31f6f788d1649b8b918295c738c,SP,Sudeste,2808.0,1,249.54,249.54,4.0,0.0,11,High Value,1,1,😴 Lost Customers,0.43964498589164147,-0.9985909994370769
47329,e354cd0f364d9a00df4c4a76591d9e7c,SP,Sudeste,3217.0,1,249.5,249.5,2.0,0.0,7,Medium Value,2,1,😴 Lost Customers,0.6389487778266429,2.0335836407048102
31778,a52dcbf79fef6560bc5733c599029b3f,RJ,Sudeste,2898.0,1,249.49,249.49,4.0,0.0,10,High Value,1,1,😴 Lost Customers,0.4368527623126833,-0.5527791727362773
39585,bce873a0525b226d02c36129ac347a35,PR,Sul,2902.0,1,249.49,249.49,5.0,0.0,10,High Value,1,1,😴 Lost Customers,0.3311796269214749,-1.0361232653713852
32783,5072b38d1de83ef6b9c7c15983a0f731,RS,Sul,2905.0,1,249.49,249.49,5.0,0.0,10,High Value,1,1,😴 Lost Customers,0.3310943338781336,-1.0212638132538978
13117,805f3b42aea30c38c1625bba4d45b67d,RJ,Sudeste,2942.0,1,249.49,249.49,5.0,0.0,10,High Value,1,1,😴 Lost Customers,0.330042386343591,-0.8379972371382222
19495,aaa7d53cd254031d7cc15a2d60451fcf,GO,Centro-Oeste,2907.0,1,249.49,249.49,5.0,0.0,10,High Value,1,1,😴 Lost Customers,0.33103747184923943,-1.0113575118422398
87982,4b3693c5e5a7965cc854260a30ce0231,MG,Sudeste,2904.0,1,249.49,249.49,5.0,0.0,10,High Value,1,1,😴 Lost Customers,0.3311227648925807,-1.026216963959727
73167,8f5cf6661f076604f5b7359e32df73f1,SP,Sudeste,2951.0,1,249.49,249.49,2.0,0.0,10,High Value,2,1,😴 Lost Customers,0.6464647412138271,0.7160512055895125
74037,7d53db31fcf3878cbac1e8766e1dc06d,RJ,Sudeste,2895.0,1,249.48,249.48,1.0,0.0,10,High Value,2,1,😴 Lost Customers,0.7535696029005406,0.9418371141567451
82532,e848ef442dc22806300e0d0f11673ec0,RS,Sul,2896.0,1,249.48,249.48,3.0,0.0,10,High Value,2,1,😴 Lost Customers,0.5424223492192535,-0.05952312605427439
87848,a59fb29abf279cac3c8777a5e7d3da24,SP,Sudeste,3199.0,1,249.48,62.37,5.0,0.0,7,Medium Value,1,1,😴 Lost Customers,-0.33831000108805026,0.536742013841893
78164,da16cf7e1571b8e96b780ef5e96a6090,PE,Nordeste,3264.0,1,249.45,249.45,5.0,0.0,7,Medium Value,1,1,😴 Lost Customers,0.32070085386865,0.7569399006796872
38526,8dbbf39064a6aa2a21f97ff0422e5acd,SP,Sudeste,2915.0,1,249.44,62.36,5.0,0.0,10,High Value,1,1,😴 Lost Customers,-0.33031635854025093,-0.8699464938322703
38938,4b5cf5696f983721f9bff0fc626b2872,SP,Sudeste,3007.0,1,249.41,249.41,3.0,0.0,9,Medium Value,2,1,😴 Lost Customers,0.5389397014254186,0.4903161707394091
78064,ed237a493b2b182d1404d159ed12443b,GO,Centro-Oeste,2834.0,1,249.41,249.41,5.0,0.0,11,High Value,1,1,😴 Lost Customers,0.33273944425792645,-1.37289229228587
78552,3cee8934fe8994e23c223072f8c22eb0,MG,Sudeste,2793.0,1,249.4,249.4,5.0,0.0,11,High Value,1,1,😴 Lost Customers,0.3338584293945136,-1.5759658185896257
14440,17d9e5fb389aa6a163f1bc7d8b1510f6,SP,Sudeste,3272.0,1,249.4,62.35,1.0,0.0,7,Medium Value,2,1,😴 Lost Customers,0.08169064908063887,2.910961382763702
91444,f3c07da3cdd95c337eed52c783c2c736,SC,Sul,2781.0,1,249.4,249.4,2.0,0.0,11,High Value,2,1,😴 Lost Customers,0.6508778355681387,-0.12593354068430154
91140,8ff56a38095961259a4e61b19df3cf85,SC,Sul,3041.0,1,249.39,249.39,5.0,0.0,9,Medium Value,1,1,😴 Lost Customers,0.32676085135588945,-0.3475787909087778
89239,d8c8585ca6c2b288589f960131b1ce9e,RJ,Sudeste,3051.0,1,249.39,249.39,5.0,0.0,8,Medium Value,1,1,😴 Lost Customers,0.3264765412114185,-0.298047283850487
82622,6908e4e7bfeb7c99bc98f93ead3528cb,SP,Sudeste,2899.0,1,249.39,249.39,5.0,0.0,10,High Value,1,1,😴 Lost Customers,0.33079805540737733,-1.0509261911365069
32253,75aa889f2d1e095a8ce337a963bf3708,RJ,Sudeste,2911.0,1,249.39,249.39,5.0,0.0,10,High Value,1,1,😴 Lost Customers,0.3304568832340122,-0.991488382666558
27334,cc3fa56799bf052b6f877995f7cc592e,SP,Sudeste,2940.0,1,249.32,62.33,4.0,0.0,10,High Value,1,1,😴 Lost Customers,-0.22571001923353762,-0.24294215238423494
80627,151e9edb34867eaece4d6e7ae188f261,PE,Nordeste,2843.0,1,249.31,249.31,5.0,0.0,11,High Value,1,1,😴 Lost Customers,0.3320167005704638,-1.3282574095810424
24123,8535a0e38d55794077908672dd2c6e50,RS,Sul,2971.0,1,249.3,249.3,4.0,0.0,9,Medium Value,1,1,😴 Lost Customers,0.4338902555989115,-0.19109177114125991
83747,f8807399e3dcf4f2e591d82e30dcd7af,RJ,Sudeste,3010.0,1,249.29,249.29,5.0,0.0,9,Medium Value,1,1,😴 Lost Customers,0.3271753482463107,-0.5010699364371136
51439,5d4426f75a3df246c4e069e713ba214b,MG,Sudeste,2923.0,1,249.29,249.29,5.0,0.0,10,High Value,1,1,😴 Lost Customers,0.3296488465032082,-0.9319940478442434
72816,73755065ac8a78231942e866d05692e3,SP,Sudeste,3049.0,1,249.25,249.25,5.0,0.0,8,Medium Value,1,1,😴 Lost Customers,0.32587979285989843,-0.3078744483688333
61574,e809753c6b1a42611a960fdcad9c6895,SP,Sudeste,3201.0,1,249.24,62.31,5.0,0.0,7,Medium Value,1,1,😴 Lost Customers,-0.3388514564480029,0.5466860719413195
84051,fc8fc2c9ffef45e833ce9734c44aa868,SP,Sudeste,2838.0,1,249.2,249.2,4.0,0.0,11,High Value,1,1,😴 Lost Customers,0.4372047159629366,-0.8498042886641617
96080,5c6c8d73c5a9a4fc2d83fdd96309d068,MT,Centro-Oeste,2803.0,1,249.2,249.2,5.0,0.0,11,High Value,1,1,😴 Lost Customers,0.332640390135165,-1.5263212588266037
34312,14fa6bc9a40a5bb2088552c5746c0b37,RJ,Sudeste,3146.0,1,249.18,249.18,3.0,0.0,8,Medium Value,2,1,😴 Lost Customers,0.5339140019351628,1.178934129460092
20382,59c2d3b87536dc2fc9745d625519292e,SP,Sudeste,2863.0,1,249.18,249.18,3.0,0.0,11,High Value,2,1,😴 Lost Customers,0.5419599790236914,-0.22280752028953715
85389,c0578dad64a2b596bd1983c3e20d0ae9,DF,Centro-Oeste,3195.0,1,249.16,249.16,5.0,0.0,7,Medium Value,1,1,😴 Lost Customers,0.3213086866489273,0.41533642839934115
57199,e6f6acc2074b58f269526302f3926428,SP,Sudeste,3101.0,1,249.16,249.16,5.0,0.0,8,Medium Value,1,1,😴 Lost Customers,0.32398120200695446,-0.05025973794859225
30637,4e2d7c802c4b220a4b5aea72313b6440,SP,Sudeste,3157.0,1,249.12,27.68,5.0,0.0,8,Medium Value,1,1,😴 Lost Customers,-0.4600733640061564,0.34758613536019467
9493,5941ba7f91b519d195e16e34fcf61bac,SP,Sudeste,3077.0,1,249.1,62.275,2.0,0.0,8,Medium Value,2,1,😴 Lost Customers,-0.018930456099420213,1.4419874955283183
67593,86be9ff5cb6382e8c1e92bfc17e0cb85,SP,Sudeste,2884.0,1,249.09,249.09,3.0,0.0,10,High Value,2,1,😴 Lost Customers,0.5409427496186074,-0.11874048174999756
14488,be348ff0d3082bde9319e803d3312fb1,MG,Sudeste,3049.0,1,249.08,249.08,5.0,0.0,8,Medium Value,1,1,😴 Lost Customers,0.32508612311225255,-0.30777835356981176
17064,242d68fe55e871c756dfaf117ff478eb,SP,Sudeste,2878.0,1,249.08,249.08,5.0,0.0,10,High Value,1,1,😴 Lost Customers,0.3299478265827062,-1.154767124266584
41006,e016365b624d1755f3e2d0e8f1631ebb,PA,Norte,2967.0,1,249.08,249.08,1.0,0.0,9,Medium Value,2,1,😴 Lost Customers,0.7496551116305945,1.2986900703859012
50065,0fbfb9928eb757ee544880200d21f3f1,SC,Sul,3051.0,1,249.08,249.08,3.0,0.0,8,Medium Value,2,1,😴 Lost Customers,0.5361480837501983,0.708441338758695
63543,020504cfbef989c034f403ab0076c408,RJ,Sudeste,3051.0,1,249.08,249.08,1.0,0.0,8,Medium Value,2,1,😴 Lost Customers,0.7472669064170383,1.7147547296755437
62233,92fea634eddb405535b8d251f1b0bf4e,SP,Sudeste,3115.0,1,249.05,249.05,5.0,0.0,8,Medium Value,1,1,😴 Lost Customers,0.32306961679151247,0.019146550920617105
13922,f0da25f39f83930897383b641a5187de,SP,Sudeste,3277.0,1,249.04,249.04,5.0,0.0,7,Medium Value,1,1,😴 Lost Customers,0.3184171059953386,0.8215626179001642
26757,7395b7864f1b33252013547d30b94240,GO,Centro-Oeste,2953.0,1,249.04,249.04,4.0,0.0,9,Medium Value,1,1,😴 Lost Customers,0.4331881660096183,-0.28010151533003264
57510,49bf911a5666e781425b4fe91495454d,PE,Nordeste,3041.0,1,248.96,248.96,3.0,0.0,9,Medium Value,2,1,😴 Lost Customers,0.5358721564257427,0.658977663323243
71186,f58428d2d0faf4763fed816c92f04c0b,RJ,Sudeste,3092.0,1,248.96,248.96,5.0,0.0,8,Medium Value,1,1,😴 Lost Customers,0.3233033520221008,-0.09472504159632268
93070,457e9f62de8a217e79f81b41ddc6c7e5,GO,Centro-Oeste,3267.0,1,248.94,248.94,1.0,0.0,7,Medium Value,2,1,😴 Lost Customers,0.7404721969160508,2.784714419027936
72393,b59573acc700db477ad379a38496357f,SP,Sudeste,2924.0,1,248.93,248.93,5.0,0.0,10,High Value,1,1,😴 Lost Customers,0.3279397030819815,-0.9268374022698981
93737,4461f7a5347f5a50b31b78c638adf9fb,AP,Norte,2980.0,1,248.92,248.92,4.0,0.0,9,Medium Value,1,1,😴 Lost Customers,0.4318602911506201,-0.1462986146498088
53148,73d7c87d44af686f20f4c826c19f73bc,SP,Sudeste,3076.0,1,248.91,248.91,5.0,0.0,8,Medium Value,1,1,😴 Lost Customers,0.32352481597453486,-0.17394718971340514
2069,6c03b71412e22bfc2300d5a03dc4f20d,CE,Nordeste,3070.0,1,248.88,248.88,1.0,0.0,8,Medium Value,2,1,😴 Lost Customers,0.7457929880276658,1.8089776457910274
7126,c30f9717b53a69121c3ddd72b1aba32b,SP,Sudeste,3152.0,1,248.85,248.85,5.0,0.0,8,Medium Value,1,1,😴 Lost Customers,0.32108394014209213,0.20252617974102413
90167,8810ba9ddbf9f21e12e7ddac3ce887da,SC,Sul,3236.0,1,248.85,248.85,5.0,0.0,7,Medium Value,1,1,😴 Lost Customers,0.3186957349285359,0.6185908390306668
95003,2ca9046b6d18c4fc6eba3cf528b1ad73,PR,Sul,3240.0,1,248.85,248.85,5.0,0.0,7,Medium Value,1,1,😴 Lost Customers,0.31858201087074756,0.6384034418539831
96499,3d813c6fc035353a9c632760e2d3703a,RJ,Sudeste,2954.0,1,248.85,248.85,1.0,0.0,9,Medium Value,2,1,😴 Lost Customers,0.7489509263362975,1.234429121820564
94455,9046647526bd2fde5646e647a02a38dd,MG,Sudeste,3049.0,1,248.85,248.85,4.0,0.0,8,Medium Value,1,1,😴 Lost Customers,0.4295717459635632,0.1955083524990535
94548,a9855cac52706fd9c5cc736e88c6f436,SC,Sul,3240.0,1,248.85,248.85,3.0,0.0,7,Medium Value,2,1,😴 Lost Customers,0.5297008335375876,1.644716832770832
83005,9d9eb11f6090ecec7860e9ddfc22dc10,SP,Sudeste,2797.0,1,248.85,27.65,5.0,0.0,11,High Value,1,1,😴 Lost Customers,-0.45025089096789317,-1.4355260396640983
70058,14535f28021af0613e0cb9b85bc9400e,MG,Sudeste,3012.0,1,248.85,248.85,3.0,0.0,9,Medium Value,2,1,😴 Lost Customers,0.5361831048315258,0.515398471841802
28782,34b04d2838c173fcff895e0f28ffdc8e,RJ,Sudeste,3238.0,1,248.85,248.85,5.0,0.0,7,Medium Value,1,1,😴 Lost Customers,0.31863887289964177,0.6284971404423249
43452,aff615cb1dd35d6595b30bf00097e2eb,SP,Sudeste,3172.0,1,248.85,248.85,5.0,0.0,7,Medium Value,1,1,😴 Lost Customers,0.3205153198531502,0.30158919385760563
63950,4e43bb0db4eeaff2a2593b9d1a0afe15,PR,Sul,3222.0,1,248.85,248.85,5.0,0.0,7,Medium Value,1,1,😴 Lost Customers,0.3190937691307953,0.5492467291490595
56500,5295210efec13449be10b795a6546aef,MA,Nordeste,3152.0,1,248.84,248.84,5.0,0.0,8,Medium Value,1,1,😴 Lost Customers,0.32103725368634833,0.2025318323762608
6994,a4f7cf143e0ae50d1bd7ca02dd4e0f07,MA,Nordeste,3157.0,1,248.84,248.84,1.0,0.0,8,Medium Value,2,1,😴 Lost Customers,0.7431327439477928,2.2399243677391034
42373,3f4b43837ce985f543e9519780d8fcfc,SE,Nordeste,3161.0,1,248.84,248.84,5.0,0.0,7,Medium Value,1,1,😴 Lost Customers,0.32078137455632444,0.24711018872872245
40125,fe8b8f603b72ea3ae721cafd06ac18e5,SP,Sudeste,2809.0,1,248.84,248.84,4.0,0.0,11,High Value,1,1,😴 Lost Customers,0.4363485029751228,-0.9932421642646886
51126,92a80e70ace44b981b773f3c3a91271a,SP,Sudeste,3173.0,1,248.83,248.83,5.0,0.0,7,Medium Value,1,1,😴 Lost Customers,0.32039351592721543,0.30655364983390787
71549,76ec90f04311f194d409739f8784cd62,MG,Sudeste,3094.0,1,248.82,248.82,5.0,0.0,8,Medium Value,1,1,😴 Lost Customers,0.3225928796127922,-0.08473960329135262
58447,0231f0795b8e38aeb40a26115e75722c,SP,Sudeste,2839.0,1,248.81,248.81,4.0,0.0,11,High Value,1,1,😴 Lost Customers,0.43535551317447824,-0.8446306851841067
53320,9da2133beff1d92067f766a45eb64207,SP,Sudeste,3060.0,1,248.76,248.76,2.0,0.0,8,Medium Value,2,1,😴 Lost Customers,0.6399576493697902,1.2563572748971512
65289,82095d3b7c6a379278d9d6a851248581,SC,Sul,3074.0,1,248.76,248.76,5.0,0.0,8,Medium Value,1,1,😴 Lost Customers,0.32288138116727083,-0.18376870159651482
24017,70f050aab212fbba29f413ff57abe67c,SP,Sudeste,2952.0,1,248.76,248.76,1.0,0.0,10,High Value,2,1,😴 Lost Customers,0.7485876102634967,1.224573694126035
16386,33e2ec99a0b818a86def54a73031892a,SP,Sudeste,2951.0,1,248.76,248.76,1.0,0.0,10,High Value,2,1,😴 Lost Customers,0.7486160412779438,1.219620543420206
6682,cebc1be869f8a77cc44a94dc3073407a,MA,Nordeste,3180.0,1,248.74,248.74,5.0,0.0,7,Medium Value,1,1,😴 Lost Customers,0.3197743207243908,0.3412765784918407
44189,6c4c26d02d77e0266f16a2ad61074492,CE,Nordeste,2842.0,1,248.74,248.74,5.0,0.0,11,High Value,1,1,😴 Lost Customers,0.3293840036075098,-1.3328883600783876
84212,df5ceb0c8ce6345fa7cfdd37d172815e,SP,Sudeste,2833.0,1,248.73,248.73,5.0,0.0,11,High Value,1,1,😴 Lost Customers,0.32959319628178974,-1.3774610637956126
476,ba425b1bf6cab11cc601255a30cd3bdd,AC,Norte,3135.0,1,248.71,248.71,5.0,0.0,8,Medium Value,1,1,😴 Lost Customers,0.3209136570072786,0.11840175463524182
27457,d3505b78fd4fb8c1829e26a7ec8349c8,AL,Nordeste,3243.0,1,248.71,248.71,4.0,0.0,7,Medium Value,1,1,😴 Lost Customers,0.4234025187804121,1.1564987263232065
9058,61b620ea0ff64959cd7b7e5c1697edd8,MG,Sudeste,3151.0,1,248.7,55.01,1.0,0.0,8,Medium Value,2,1,😴 Lost Customers,0.05840578398713169,2.3156374959611563
7036,58b8d526170c90c755aef183eb67182b,SP,Sudeste,2996.0,1,248.68,62.17,5.0,0.0,9,Medium Value,1,1,😴 Lost Customers,-0.33415381625881774,-0.46862172381551587
2512,950756be397d0fc73e96b1a32287cd38,SP,Sudeste,3127.0,1,248.66,248.66,5.0,0.0,8,Medium Value,1,1,😴 Lost Customers,0.3209076728441359,0.07880481216479183
13719,19c71fdf1535be1defdd27109d9aa12e,SP,Sudeste,3078.0,1,248.64,62.16,1.0,0.0,8,Medium Value,2,1,😴 Lost Customers,0.08567172033502383,1.9501697086774605
94544,628c378c96b96728dff8f63d112bbd27,ES,Sudeste,3267.0,1,248.61,248.61,4.0,0.0,7,Medium Value,1,1,😴 Lost Customers,0.42225330987624293,1.27543086961547
95456,fd172bb6baa09817d1f39e075be3f137,MG,Sudeste,2919.0,1,248.57,248.57,5.0,0.0,10,High Value,1,1,😴 Lost Customers,0.3264011457474372,-0.9513996609305273
15643,dbf7d089aafd5899c92873b49f156040,MG,Sudeste,2870.0,1,248.57,248.57,5.0,0.0,10,High Value,1,1,😴 Lost Customers,0.327794265455345,-1.1941040455161518
42500,1a13743254d9c8e6360106295947932f,RN,Nordeste,3046.0,1,248.56,62.14,5.0,0.0,8,Medium Value,1,1,😴 Lost Customers,-0.3358176636467019,-0.22094531018017796
39925,45afdb6ae8f4369a28827ddfc74fd1ca,MG,Sudeste,2967.0,1,248.55,248.55,5.0,0.0,9,Medium Value,1,1,😴 Lost Customers,0.3249430841424889,-0.7136371217802584
1420,c81afc75422aeebd4947bdfa4d120c7f,DF,Centro-Oeste,2956.0,1,248.55,248.55,3.0,0.0,9,Medium Value,2,1,😴 Lost Customers,0.536374647968247,0.23819161137247047
97422,e4a37948479bc5b38ab66ebc6d9e89a5,SP,Sudeste,2948.0,1,248.52,248.52,5.0,0.0,10,High Value,1,1,😴 Lost Customers,0.32534321404975214,-0.8077300272853012
54826,bac7b4b5798499ae07479beff94d2187,DF,Centro-Oeste,2802.0,1,248.52,248.52,4.0,0.0,11,High Value,1,1,😴 Lost Customers,0.4350535534924484,-1.027733334877922
36703,e7e6c73d63190cbf9d70af9c488e227f,RJ,Sudeste,3147.0,1,248.52,62.13,4.0,0.0,8,Medium Value,1,1,😴 Lost Customers,-0.23321055032761515,0.7824858993482778
93214,c1133ec81daffffd4871e9353a3c8fb3,MG,Sudeste,2954.0,1,248.51,248.51,1.0,0.0,9,Medium Value,2,1,😴 Lost Customers,0.7473635868410056,1.2346213114186073
16961,c88c7f3b5a5197c8eaeefd3333fd048c,SP,Sudeste,3043.0,1,248.51,248.51,3.0,0.0,9,Medium Value,2,1,😴 Lost Customers,0.5337144038883739,0.6691383333205465
78409,7f4c1190dffe5dc69870ec021c95b42f,RJ,Sudeste,2801.0,1,248.48,248.48,4.0,0.0,11,High Value,1,1,😴 Lost Customers,0.4348952386839198,-1.0326638750428048
37372,8c375cb8f76be2870563b67a88266213,MG,Sudeste,3000.0,1,248.44,62.11,1.0,0.0,9,Medium Value,2,1,😴 Lost Customers,0.08748551168601539,1.5638554175292658
76396,80275de537b6a389930536433e8baed3,SP,Sudeste,3062.0,1,248.42,62.105,4.0,0.0,8,Medium Value,1,1,😴 Lost Customers,-0.23099582798755294,0.361483821306043
6110,ba66b6edd0756a62cb11be4d4655ed32,SP,Sudeste,2912.0,1,248.4,248.4,4.0,0.0,10,High Value,1,1,😴 Lost Customers,0.4313659044343411,-0.4828189256138849
87925,2c76a9335908716adfea7acbb381c840,RO,Norte,3225.0,1,248.4,62.1,5.0,0.0,7,Medium Value,1,1,😴 Lost Customers,-0.341229877453438,0.6656938372884057
48285,4f2bbfa65744b7cd4bb51b8e0078e829,SC,Sul,3164.0,1,248.4,248.4,5.0,0.0,7,Medium Value,1,1,😴 Lost Customers,0.3186418774602525,0.2622183567966183
85440,52f8542252b5cc4028e9d6df45944bc5,SP,Sudeste,2995.0,1,248.38,248.38,5.0,0.0,9,Medium Value,1,1,😴 Lost Customers,0.3233533459903241,-0.5748528072180226
75220,6627561739ed1d8426400696df79f653,SP,Sudeste,3023.0,1,248.36,248.36,4.0,0.0,9,Medium Value,1,1,😴 Lost Customers,0.42802331600773774,0.06700341327408904
44566,b705f80fdc4a48e4f71c23db074bde56,SP,Sudeste,3005.0,1,248.36,248.36,3.0,0.0,9,Medium Value,2,1,😴 Lost Customers,0.5340944856012054,0.48100339602759
56827,ef68ddfdfdda57ba861c05c82be873ac,SP,Sudeste,3019.0,1,248.36,248.36,5.0,0.0,9,Medium Value,1,1,😴 Lost Customers,0.3225776287321061,-0.45596588500765156
4617,dfc8ac166207b0887f4123d5df99b799,SP,Sudeste,2995.0,1,248.36,248.36,5.0,0.0,9,Medium Value,1,1,😴 Lost Customers,0.32325997307883647,-0.5748415019475495
16537,1da52648d2b613a73c7b5ffc667f411d,SP,Sudeste,3041.0,1,248.36,248.36,5.0,0.0,9,Medium Value,1,1,😴 Lost Customers,0.32195214641427,-0.3469965694794118
5159,ba2e22743d219977fdd4d267da7e3be1,SP,Sudeste,2986.0,1,248.36,248.36,5.0,0.0,9,Medium Value,1,1,😴 Lost Customers,0.32351585220886037,-0.6194198583000112
6329,dd5cccc2d483652dec45e99a4caeee3e,SP,Sudeste,2996.0,1,248.36,248.36,5.0,0.0,9,Medium Value,1,1,😴 Lost Customers,0.32323154206438937,-0.5698883512417204
18079,b63bdd1a9a9ec696908f509fd2d49d3c,SP,Sudeste,2974.0,1,248.36,248.36,5.0,0.0,9,Medium Value,1,1,😴 Lost Customers,0.3238570243822255,-0.6788576667699602
98922,370d434c6d61693ae8ea5480b7cf8f21,SP,Sudeste,2991.0,1,248.36,248.36,5.0,0.0,9,Medium Value,1,1,😴 Lost Customers,0.32337369713662484,-0.5946541047708658
97256,581499ad4abed228b0791d946e982a50,MG,Sudeste,2784.0,1,248.35,248.35,5.0,0.0,11,High Value,1,1,😴 Lost Customers,0.32921223067143013,-1.619950648242248
33130,56c4075a563ab3a9bb780804e1a996a2,RJ,Sudeste,3079.0,1,248.34,248.34,1.0,0.0,8,Medium Value,2,1,😴 Lost Customers,0.7430160402874725,1.8538612444462634
54000,3cd3127e3533fe632e21af1862a51c7b,RJ,Sudeste,3003.0,1,248.31,27.59,1.0,0.0,9,Medium Value,2,1,😴 Lost Customers,-0.034695418935699114,1.597493945718738
29892,58fc218bb46085918c69d192f5cebed7,PI,Nordeste,3031.0,1,248.29,248.29,5.0,0.0,9,Medium Value,1,1,😴 Lost Customers,0.32190965136853367,-0.3964885080910467
95457,b5d10141ea7d2269c703257d5cea9213,MG,Sudeste,3193.0,1,248.29,248.29,5.0,0.0,7,Medium Value,1,1,😴 Lost Customers,0.3173038270281039,0.40592190625326396
96067,444a78d321aebb25146faf6665143ce5,PR,Sul,2907.0,1,248.28,248.28,5.0,0.0,10,High Value,1,1,😴 Lost Customers,0.32538841070422997,-1.0106735429786158
24605,f86d945eb9f57db4ef44bb3a85a14dbf,PR,Sul,2890.0,1,248.28,248.28,5.0,0.0,10,High Value,1,1,😴 Lost Customers,0.3258717379498306,-1.09487710497771
68264,ee5c5d0ff3ff8e904b5c2b66dd471b01,SP,Sudeste,3313.0,1,248.26,248.26,3.0,0.0,7,Medium Value,2,1,😴 Lost Customers,0.5248708685940605,2.0066303397753114
23691,9c5dbda7943788b2ccc4b0a422e4c9f8,DF,Centro-Oeste,2950.0,1,248.22,248.22,5.0,0.0,10,High Value,1,1,😴 Lost Customers,0.32388575834854155,-0.7976541468165461
13677,4608a4839f4a4999c7a4fe2b498d6573,SP,Sudeste,2890.0,1,248.22,248.22,3.0,0.0,10,High Value,2,1,😴 Lost Customers,0.5367104418822074,-0.08852979824944211
78320,0f22bcde5a71db02a08f687bf64f43dc,SP,Sudeste,3258.0,1,248.2,62.05,4.0,0.0,7,Medium Value,1,1,😴 Lost Customers,-0.23701251737265433,1.332335969945663
34607,ab2b514cd24a5789aa175e9f133087c4,MG,Sudeste,2903.0,1,248.17,248.17,5.0,0.0,10,High Value,1,1,😴 Lost Customers,0.32498858374883566,-1.0304239668143298
27226,382d87ad789873a3337747526a053bd9,SP,Sudeste,2809.0,1,248.14,62.035,4.0,0.0,11,High Value,1,1,😴 Lost Customers,-0.22436814021867216,-0.8916192577996509
76138,7f63005298099caa7352d41b3f78388d,MG,Sudeste,3313.0,1,248.1,248.1,5.0,0.0,7,Medium Value,1,1,😴 Lost Customers,0.31300506263531847,1.0004073910222477
80755,025243a8f6e8e4afd7def031078725bf,RJ,Sudeste,3048.0,1,248.08,248.08,5.0,0.0,8,Medium Value,1,1,😴 Lost Customers,0.32044590855231164,-0.31216624075198457
80097,beeb7358d68ef0a3115fde6746b9a8d4,SP,Sudeste,2873.0,1,248.04,62.01,5.0,0.0,10,High Value,1,1,😴 Lost Customers,-0.3319490503646475,-1.0777585761317774
10388,ac9414c0e58a953e90704b68745f9105,GO,Centro-Oeste,3104.0,1,248.04,62.01,1.0,0.0,8,Medium Value,2,1,😴 Lost Customers,0.08372103063175305,2.0790460187484365
59071,d1bcf56647d7675f103121f9f0142846,PR,Sul,3062.0,1,248.04,62.01,2.0,0.0,8,Medium Value,2,1,😴 Lost Customers,-0.02064427809488887,1.3678569936451912
