customer_sk,customer_unique_id,customer_state,customer_region,recency_days,frequency_orders,monetary_value,avg_order_value,avg_review_score,customer_lifetime_days,rfm_score,customer_value,kmeans_cluster,segment_label,pca_1,pca_2
63771,e66c9fc4d25d56edae6c24853f718922,BA,Nordeste,34,1,682.98,682.98,5.0,0,11,High Value,1,📊 Standard Customers,0.17683001611825408,2.2864296283074013
81367,3262b9775c907ad9697f2e260c392f7e,PR,Sul,209,1,682.92,75.88,5.0,0,9,Medium Value,1,📊 Standard Customers,-0.07103775324944384,0.18169207829138523
75590,e3f581bff8ad6919337dbe231363af0e,PE,Nordeste,278,1,682.85,682.85,5.0,0,8,Medium Value,1,📊 Standard Customers,0.048831532314877434,2.3253945647951952
52903,1fb5645611bf27d5e69925e1d4f5b6cf,BA,Nordeste,62,1,682.83,75.87,4.0,0,11,High Value,1,📊 Standard Customers,-0.0019395728246320407,0.27254449353781773
9995,a9e30a7260591d7af904d38ec41d449b,MT,Centro-Oeste,191,1,682.8,170.7,3.0,0,9,Medium Value,0,🛍️ High-Value Occasional,-0.05315171969981631,0.741430057262403
54585,db1029b1f63308c837eabdbf054e9dd4,MG,Sudeste,110,1,682.48,170.62,5.0,0,10,High Value,1,📊 Standard Customers,0.0051189931084706965,0.4980405992607379
77294,5364c144e8af3b06394fa4281f151fd2,MG,Sudeste,309,1,682.36,170.59,5.0,0,8,Medium Value,1,📊 Standard Customers,-0.0992571568271463,0.5300715805849264
43981,3d3c3a765dbc79acc71ff6c96543b1f7,DF,Centro-Oeste,353,1,682.35,682.35,5.0,0,8,Medium Value,1,📊 Standard Customers,0.009254521784483953,2.3352642869269657
57206,c645339c7f927e64c0cbe6079255fc7a,SP,Sudeste,250,1,681.84,681.84,5.0,0,9,Medium Value,1,📊 Standard Customers,0.06300030851008681,2.3162285697923775
11167,1dc7fd7bbecae96efa5fa3c0cfd71864,ES,Sudeste,68,1,681.82,681.82,4.0,0,11,High Value,1,📊 Standard Customers,0.1504643902841735,2.4014458907504825
36535,7901c818648441c391b2b763d7a77b97,RJ,Sudeste,167,1,681.52,681.52,4.0,0,10,High Value,1,📊 Standard Customers,0.0984052356472932,2.4161228940589914
14409,dc931e62c2735d4e387d880654b1cd3c,SP,Sudeste,197,1,681.48,170.37,5.0,0,9,Medium Value,1,📊 Standard Customers,-0.04081041453964297,0.5102008046239604
92365,db5b5f882178662b38134fb75c2e22ec,RS,Sul,249,1,681.42,681.42,3.0,0,9,Medium Value,0,🛍️ High-Value Occasional,0.04740990358284424,2.5437768306955983
23546,49dae64c051e825501a36b1765f893ac,RS,Sul,252,1,681.42,681.42,5.0,0,9,Medium Value,1,📊 Standard Customers,0.06173876498746909,2.314629036905356
11882,a0030d029d80dd2ead83e0844154285c,CE,Nordeste,57,1,681.28,170.32,4.0,0,11,High Value,1,📊 Standard Customers,0.02457980365206303,0.6019302424511563
29129,30736a351f1f02d40c82f97bbf0a38fc,PA,Norte,41,1,681.12,681.12,5.0,0,11,High Value,1,📊 Standard Customers,0.17221690625391636,2.2790448789337074
58985,452fab1c62b178922fc011b0eb89c1b9,BA,Nordeste,230,1,681.0,170.25,4.0,0,9,Medium Value,1,📊 Standard Customers,-0.06621444230576558,0.6294345161228028
84791,d8cec7a988d4c5a90850e263daa98a85,PR,Sul,567,1,680.96,170.24,4.0,0,7,Medium Value,1,📊 Standard Customers,-0.24292077644936047,0.6839954485636486
55992,fc8fdb59b2733fc11ea6011d9b85396c,SC,Sul,357,1,680.85,75.65,4.0,0,8,Medium Value,1,📊 Standard Customers,-0.1571633747312329,0.3174880902841876
78783,8873a736774a8df0628ddc744b3698c9,AL,Nordeste,43,1,680.82,680.82,4.0,0,11,High Value,1,📊 Standard Customers,0.1630652943301037,2.3928120988074832
26500,9d508f9fe2600ccc19e894431d968e73,SP,Sudeste,23,1,680.75,680.75,5.0,0,11,High Value,1,📊 Standard Customers,0.18146698700624644,2.274431714104471
66571,3f1ae9854823f7c0a8027bd994b2ce64,MG,Sudeste,148,2,680.72,85.09,5.0,21,14,VIP,2,🌟 Champions (VIP),4.3404165662793615,-0.34906218772582315
37350,07e5b497e5fbf9b05e586baa73f8a3c7,MG,Sudeste,551,1,680.58,75.62,4.0,0,7,Medium Value,1,📊 Standard Customers,-0.25895542866291854,0.3485483620708295
47695,707b8f5939d2711713ecdcc5c40e77b8,SC,Sul,22,1,680.56,170.14,4.0,0,11,High Value,1,📊 Standard Customers,0.04270463521639183,0.5948549458372101
508,24b7abbf33bbdc59f1a7bc607e71e119,SP,Sudeste,186,1,680.4,170.1,5.0,0,9,Medium Value,1,📊 Standard Customers,-0.035382192289885574,0.5063163700034493
5892,14418104e2b69c02fec4aa6b3c72d5bd,SP,Sudeste,99,1,680.26,680.26,5.0,0,10,High Value,1,📊 Standard Customers,0.14137073204207912,2.284509373739414
41791,425f2f28269c677f0e79adf349f62c0e,SC,Sul,342,1,680.26,680.26,4.0,0,8,Medium Value,1,📊 Standard Customers,0.006011563119238981,2.4387247349345302
50326,ab565ab96ec57b4fb15e8ca2843f0594,MT,Centro-Oeste,316,1,680.22,75.58,1.0,0,8,Medium Value,0,🛍️ High-Value Occasional,-0.15969459726142238,0.6543737977420039
32129,25a31b44149e8e16ae85af1b3386a29b,GO,Centro-Oeste,118,1,680.2,170.05,1.0,0,10,High Value,0,🛍️ High-Value Occasional,-0.031595276323195934,0.9541706560577249
7327,53a52be3ec8e43d7be46b037d58ff145,RJ,Sudeste,478,1,680.0,42.5,5.0,0,7,Medium Value,1,📊 Standard Customers,-0.22139034318648876,0.10490955994734996
86244,7a4cf849f0283d3806f2dcb1acd85776,SP,Sudeste,148,1,679.76,169.94,1.0,0,10,High Value,0,🛍️ High-Value Occasional,-0.04746289694617389,0.9581786870130276
34037,7302920b71b3b063b93e3002d88616fa,SP,Sudeste,166,1,679.61,679.61,5.0,0,10,High Value,1,📊 Standard Customers,0.10591219101402399,2.2923949627718616
73033,4a4ee8c87329844526920a2d4ba5a2ba,SC,Sul,85,1,679.6,169.9,1.0,0,11,High Value,0,🛍️ High-Value Occasional,-0.014481380231536741,0.9476530665625311
83728,1d4626b197f66aa6129c135ab09f1a7b,DF,Centro-Oeste,562,1,679.43,679.43,4.0,0,7,Medium Value,1,📊 Standard Customers,-0.10975824777659421,2.470592154003125
7778,c292a9555bb306c37d457cf89eb7afe3,DF,Centro-Oeste,116,1,679.14,75.46,5.0,0,10,High Value,1,📊 Standard Customers,-0.02332888186579375,0.16110490899481322
46164,1af861d447d1ef3b5c7641d0fbe7c761,MG,Sudeste,35,1,679.08,169.77,3.0,0,11,High Value,0,🛍️ High-Value Occasional,0.027472782581691228,0.7089006554187045
28179,7959ffbef5378bff095bae2150070250,RN,Nordeste,562,1,678.96,75.44,5.0,0,7,Medium Value,1,📊 Standard Customers,-0.25722297277526285,0.23315380332155294
90309,00fd4a627a3b93cff0729f0b3554640d,SP,Sudeste,25,1,678.93,75.43666666666667,3.0,0,11,High Value,0,🛍️ High-Value Occasional,0.008423414134741418,0.37567897268637207
92380,53b50ff62f179c6a3ba2396e6c360666,ES,Sudeste,225,1,678.85,678.85,5.0,0,9,Medium Value,1,📊 Standard Customers,0.07459239718422273,2.2984796376043835
88380,d7c6335139cb055ed0ce1125ddc788d8,SP,Sudeste,274,2,678.72,126.32,5.0,155,12,High Value,2,🌟 Champions (VIP),7.167552425119381,-0.8800775203060097
25658,546c4ef305bb39289425e9d1c2601292,DF,Centro-Oeste,126,1,678.49,678.49,4.0,0,10,High Value,1,📊 Standard Customers,0.1183660683495564,2.3955966185184314
77936,281db6460e60ef6e47df2fe36c04ad5f,PR,Sul,88,1,678.45,678.45,5.0,0,11,High Value,1,📊 Standard Customers,0.14622061873718384,2.2744352579801514
20722,36d4ac720e881bac650bec8bb9de57be,SP,Sudeste,207,1,678.36,678.36,5.0,0,9,Medium Value,1,📊 Standard Customers,0.08378164484880637,2.2933168160769557
47745,801512ead4c9cbc98ecd208f45c975ec,RJ,Sudeste,14,2,678.35,339.175,5.0,193,15,VIP,2,🌟 Champions (VIP),8.298164037173986,-0.36527042792069336
20066,5232e2bc3a7efa19db39982eac1fe7fe,PE,Nordeste,131,1,678.21,75.35666666666667,1.0,0,10,High Value,0,🛍️ High-Value Occasional,-0.0632560991720383,0.6214499400923976
2282,60a31fb224a2ade6a4a2508fb0305991,CE,Nordeste,530,1,678.17,678.17,3.0,0,7,Medium Value,0,🛍️ High-Value Occasional,-0.10156985323878724,2.57444960582839
93080,45cea7f7dfd0a9a136105fa700191232,SP,Sudeste,273,1,678.08,42.38,5.0,0,8,Medium Value,1,📊 Standard Customers,-0.11441651485292137,0.06920213594175227
18590,b24c2da84afc32beb53ace42670b8aa4,MG,Sudeste,372,1,678.08,678.08,5.0,0,8,Medium Value,1,📊 Standard Customers,-0.0028720855517923687,2.3187861922044877
44914,78d665ab97fb0bfd754a20a48476c4e7,RJ,Sudeste,419,2,677.83,338.915,4.5,0,11,High Value,1,📊 Standard Customers,3.1727212693017113,0.7168295502533624
87773,037f1240d3a139aef654264b518eb7e1,RJ,Sudeste,117,1,677.7,169.425,1.0,0,10,High Value,0,🛍️ High-Value Occasional,-0.03185621752452185,0.9491451574021863
18933,ad60ba535e4fa2b72c924290d6337913,GO,Centro-Oeste,154,1,677.25,75.25,5.0,0,10,High Value,1,📊 Standard Customers,-0.04377896715406931,0.16451154411482832
8468,c4e292752e8cf777263063aabc49b847,RS,Sul,506,1,676.96,676.96,5.0,0,7,Medium Value,1,📊 Standard Customers,-0.07369791797628307,2.335381855316669
62305,d09bda44c78bc7eee6ab6a5814d73461,SP,Sudeste,694,1,676.92,169.23,5.0,0,7,Medium Value,1,📊 Standard Customers,-0.3028267070704791,0.5819100160904949
39813,2e8561bf8b43a8b182c53dfb53fc9a7f,SP,Sudeste,583,1,676.92,169.23,5.0,0,7,Medium Value,1,📊 Standard Customers,-0.24462786885993282,0.5639132776966319
20660,2bcb6520264828b22eb21a9f32ce0297,SC,Sul,219,1,676.84,676.84,3.0,0,9,Medium Value,0,🛍️ High-Value Occasional,0.060817523133103964,2.517934283364963
29311,d6e65f3d6d6f578c3f862652505f3392,GO,Centro-Oeste,202,1,676.84,676.84,5.0,0,9,Medium Value,1,📊 Standard Customers,0.08563266169278216,2.285543834008259
23281,c75ab79eb3eaaca757f3ce14b8afed74,MG,Sudeste,198,1,676.84,676.84,1.0,0,9,Medium Value,0,🛍️ High-Value Occasional,0.055926311168027175,2.7441636871453894
92747,be1b8343ed8f7ddc64e7a3aa17e877f5,RJ,Sudeste,211,1,676.84,676.84,5.0,0,9,Medium Value,1,📊 Standard Customers,0.08091383697300814,2.287003029013167
77458,e75ed76f494fbab8e9383b40c1a75d6a,MS,Centro-Oeste,169,1,676.8,75.2,4.0,0,10,High Value,1,📊 Standard Customers,-0.059719852388747,0.28110481983888447
72789,83c76475c52e94b39f6240b68ffec54a,MG,Sudeste,278,1,676.74,676.74,5.0,0,8,Medium Value,1,📊 Standard Customers,0.045734114263790586,2.2974078779123217
34175,7e59d854b9bb4cbb2c85fcd93877c694,SP,Sudeste,22,1,676.64,42.29,1.0,0,11,High Value,0,🛍️ High-Value Occasional,-0.015000226892064419,0.4859225394960563
67868,1f642a984771461accb55dcfe92e5546,MG,Sudeste,275,1,676.53,75.17,5.0,0,8,Medium Value,1,📊 Standard Customers,-0.10742138534925628,0.18308031107048878
82909,6f30e84188d9aa47cf1d4688763ef90a,BA,Nordeste,200,1,675.94,675.94,1.0,0,9,Medium Value,0,🛍️ High-Value Occasional,0.05442143529442394,2.740365527465606
35429,379dc556ac82dbfc98ddb8cce8f6a404,SE,Nordeste,278,1,675.86,675.86,1.0,0,8,Medium Value,0,🛍️ High-Value Occasional,0.013484398997884757,2.752645446376013
61122,b0c02af0068dfacedfad5290432fb26c,SP,Sudeste,414,1,675.77,675.77,3.0,0,7,Medium Value,0,🛍️ High-Value Occasional,-0.04196610749440526,2.5446490695790986
64558,e58e049eea2419a34274619f798d0cd4,RJ,Sudeste,274,2,675.77,120.96333333333334,1.0,0,12,High Value,0,🛍️ High-Value Occasional,3.164364149060157,0.3272086630248545
59740,f1bad2b1f1ed5e693182365e17e2ed17,DF,Centro-Oeste,351,1,675.63,75.07,5.0,0,8,Medium Value,1,📊 Standard Customers,-0.1475197902973516,0.19409077819625203
71495,41870f4536c0b2734b7f5eac01b7fc54,RJ,Sudeste,205,1,675.63,75.07,1.0,0,9,Medium Value,0,🛍️ High-Value Occasional,-0.1027735730212275,0.6296877768115037
45922,645c064b2cf41286c90e403b61eba047,SP,Sudeste,386,1,675.03,675.03,5.0,0,7,Medium Value,1,📊 Standard Customers,-0.011758653873883756,2.3070856100219985
11397,562d710912189dcbbd02715db2255161,RJ,Sudeste,353,1,675.01,675.01,5.0,0,8,Medium Value,1,📊 Standard Customers,0.005533564583996595,2.301643618887638
51425,447f1273bfb5c1c9074e8f209f5ab6af,DF,Centro-Oeste,331,1,675.01,675.01,5.0,0,8,Medium Value,1,📊 Standard Customers,0.017068469454555316,2.29807669776453
32579,013341d7f8accddf42fc02f001ad341d,RJ,Sudeste,366,1,675.01,675.01,5.0,0,8,Medium Value,1,📊 Standard Customers,-0.0012825155667880975,2.3037513450058382
22653,128a970acd5e71fa13db36db08ebf1ed,RJ,Sudeste,345,1,675.01,675.01,4.0,0,8,Medium Value,1,📊 Standard Customers,0.001777173957076539,2.415163652723659
27091,7031ce0a91865d9dc26af671eb13231e,ES,Sudeste,278,1,675.01,675.01,5.0,0,8,Medium Value,1,📊 Standard Customers,0.04485710391544683,2.2894836605134063
7757,9e5fb44b38392e51b5fecabf840a2423,SC,Sul,307,1,675.01,675.01,4.0,0,8,Medium Value,1,📊 Standard Customers,0.021701100551678,2.409002607147382
15271,cde21887e86a254eab4799aec212b7b7,MG,Sudeste,295,1,675.01,675.01,5.0,0,8,Medium Value,1,📊 Standard Customers,0.035943768333651434,2.2922399177448987
26205,526702b617eaea06b94a93af17ad720c,PR,Sul,190,1,675.0,675.0,1.0,0,9,Medium Value,0,🛍️ High-Value Occasional,0.05918804801793729,2.7344385555465482
59827,9fa090c27af98e6e37f23c0cf4feeb14,RJ,Sudeste,150,1,674.91,74.99,1.0,0,10,High Value,0,🛍️ High-Value Occasional,-0.07413675225194463,0.6197211747823005
49602,72d269b304e316ace7ca02afbdfaa3f8,RJ,Sudeste,568,1,674.87,674.87,5.0,0,7,Medium Value,1,📊 Standard Customers,-0.10726488676853148,2.335860900079213
23096,5ede9beb1608cb450626b3c83db9f8ec,PI,Nordeste,329,1,674.83,674.83,5.0,0,8,Medium Value,1,📊 Standard Customers,0.018025847538441112,2.296927947160598
10944,67f90af2318b59a2f13beeb6bacf4ed4,BA,Nordeste,11,1,674.82,674.82,5.0,0,11,High Value,1,📊 Standard Customers,0.1847525848798112,2.2453239189290066
74066,a9924de6019137342b896d2700152e05,MG,Sudeste,133,1,674.48,168.62,1.0,0,10,High Value,0,🛍️ High-Value Occasional,-0.04125664776465778,0.9454752666055022
23782,49e32d4f13ac76d97d32f1a6e2b37df4,PR,Sul,86,1,674.4,74.93333333333334,1.0,0,11,High Value,0,🛍️ High-Value Occasional,-0.04072264468581282,0.6086014233544408
32670,9edb393b5dd963808653d67e0b5884e2,DF,Centro-Oeste,142,1,674.36,168.59,5.0,0,10,High Value,1,📊 Standard Customers,-0.014209558771501948,0.4874326357978808
43992,4188caa06e720bc10b3e108d260653c3,SP,Sudeste,118,1,674.34,674.34,5.0,0,10,High Value,1,📊 Standard Customers,0.12840766974929002,2.2604734994168147
36776,8d870f05bd56056c62d59f4447e4de09,SP,Sudeste,182,1,674.2,674.2,5.0,0,9,Medium Value,1,📊 Standard Customers,0.09478061091741505,2.270208731081603
82750,657a35b64b54d9b754bbfaba56d255bc,SP,Sudeste,153,1,674.18,168.545,4.0,0,10,High Value,1,📊 Standard Customers,-0.02798445105997639,0.6036830300788808
43642,75734e576b6be4897449c86ef0681eba,BA,Nordeste,190,1,674.08,168.52,5.0,0,9,Medium Value,1,📊 Standard Customers,-0.039464572510246876,0.4946703121791411
69272,9d3c48d289165bcb34568746020c8be5,SP,Sudeste,218,1,673.96,168.49,5.0,0,9,Medium Value,1,📊 Standard Customers,-0.0541830527701574,0.49897658841008125
80824,d8cd82807a4410f5091fa7e41b0dad0d,GO,Centro-Oeste,373,1,673.88,168.47,5.0,0,8,Medium Value,1,📊 Standard Customers,-0.1354768288837117,0.5239515413420891
84424,326489271c23dd3128b4480220e5232a,MG,Sudeste,106,2,673.84,336.92,5.0,21,14,VIP,2,🌟 Champions (VIP),4.425469628905572,0.5215925610702151
34481,a331b262a1e59c1452d774af0e33c465,MT,Centro-Oeste,19,1,673.78,168.445,2.0,0,11,High Value,0,🛍️ High-Value Occasional,0.026246162091545944,0.8108132913684438
946,570eb70ff97166b85ea96be3bfb65fef,MG,Sudeste,293,2,673.74,37.43,4.0,16,12,High Value,2,🌟 Champions (VIP),4.291422283870786,-0.3515967601051805
95527,5f79947a78a669b99740c292bbe11ac2,RS,Sul,285,1,673.69,673.69,5.0,0,8,Medium Value,1,📊 Standard Customers,0.04051774294596792,2.284572366281571
64016,00bee19e1199bc5cede1c674177b9e22,GO,Centro-Oeste,285,1,673.69,673.69,3.0,0,8,Medium Value,0,🛍️ High-Value Occasional,0.02461593996808509,2.5142065584067828
92420,e5c943fc426c1668b82841df2906df55,MA,Nordeste,191,1,673.5,673.5,1.0,0,9,Medium Value,0,🛍️ High-Value Occasional,0.05790332056335475,2.727729979597488
79675,7bd511dd409b8df39a6b4a5c029cc973,PE,Nordeste,358,1,673.47,673.47,1.0,0,8,Medium Value,0,🛍️ High-Value Occasional,-0.029672301953277653,2.7546687394028964
97519,5f495072a4faeb10bcec0d9a6fa316eb,MS,Centro-Oeste,115,1,673.42,673.42,5.0,0,10,High Value,1,📊 Standard Customers,0.12951422431649234,2.2557730663957165
8644,e21b1d86f24ff6903076a6f4dc686a3e,RS,Sul,413,1,673.34,673.34,5.0,0,7,Medium Value,1,📊 Standard Customers,-0.026771860685634075,2.303722196537204
19338,aa6136c2c6f68032e96438b83be84056,RS,Sul,67,1,673.23,673.23,1.0,0,11,High Value,0,🛍️ High-Value Occasional,0.12278136447725643,2.7063887875144963
77000,08356b77e4dd0fa07cfadac1a45eaec7,SP,Sudeste,485,1,673.2,673.2,4.0,0,7,Medium Value,1,📊 Standard Customers,-0.0725443318684718,2.429571586491183
49793,173cafb1d2515406269c57e914fe2fbf,SP,Sudeste,420,1,673.18,168.295,5.0,0,7,Medium Value,1,📊 Standard Customers,-0.1603394516146292,0.530210039477654
62273,9c66139f2ce43127c1e2d5acbaa2c3b7,SP,Sudeste,444,1,673.12,42.07,5.0,0,7,Medium Value,1,📊 Standard Customers,-0.20539300850176345,0.09054547954080935
90703,9765853b4b5c35f6101b11fbdc915679,RJ,Sudeste,478,1,673.08,168.27,5.0,0,7,Medium Value,1,📊 Standard Customers,-0.19078106556664715,0.5394192059853048
2953,61d36066163dfcf83989f7d6edabaff6,SP,Sudeste,24,1,672.93,672.93,5.0,0,11,High Value,1,📊 Standard Customers,0.17697838359702087,2.2387745520507036
27870,7148901c6dcd9d2f754402e2f7e634e8,DF,Centro-Oeste,119,1,672.92,168.23,5.0,0,10,High Value,1,📊 Standard Customers,-0.002602646957219828,0.4809022831511736
43323,16f418beb2b081f72be09d327efaf4a9,RS,Sul,485,1,672.8,168.2,5.0,0,7,Medium Value,1,📊 Standard Customers,-0.19453921113753264,0.540009438455318
54577,c6e994767dccb6b8a8207c1f44451159,SP,Sudeste,316,1,672.76,168.19,5.0,0,8,Medium Value,1,📊 Standard Customers,-0.10594273325827674,0.5125311850646804
12151,53cf397c4712868e6befdcdbb2f81f7f,SP,Sudeste,310,1,672.72,168.18,5.0,0,8,Medium Value,1,📊 Standard Customers,-0.10280941419270598,0.5114805745407064
97639,e8fdc48586ede8c54d9dd454f21b30d6,SP,Sudeste,281,1,672.68,168.17,1.0,0,8,Medium Value,0,🛍️ High-Value Occasional,-0.11942048235458949,0.9659692943657241
91505,7bf6a12a0bbfad0a1ae0b1c9f5aae2d7,SP,Sudeste,233,1,672.68,168.17,5.0,0,9,Medium Value,1,📊 Standard Customers,-0.06244981122669569,0.49891853675579306
66186,694bde413be910bc563ab60079e097b4,SP,Sudeste,435,1,672.56,168.14,5.0,0,7,Medium Value,1,📊 Standard Customers,-0.16839890273557073,0.5314359164149508
37408,2e08911037fe7ec67377711eee1fdbf3,RS,Sul,181,2,672.46,119.26,4.5,95,13,VIP,2,🌟 Champions (VIP),5.749569514910837,-0.5671649137845867
42302,44a744d964ed677fa34517db79feca6f,MG,Sudeste,235,1,672.41,672.41,5.0,0,9,Medium Value,1,📊 Standard Customers,0.0660845495643066,2.2706027225847163
49639,9a23e1dd0907387c8828590da70648ee,MG,Sudeste,254,1,672.41,672.41,4.0,0,9,Medium Value,1,📊 Standard Customers,0.04817168477806443,2.3885003414354604
86403,99325e89ca142975a6bd39724ffcad5f,RJ,Sudeste,246,1,672.41,672.41,3.0,0,9,Medium Value,0,🛍️ High-Value Occasional,0.04441529415114439,2.502020375271482
95570,782240eda3fd275df1e87543e5312d06,SP,Sudeste,371,1,672.4,168.1,4.0,0,8,Medium Value,1,📊 Standard Customers,-0.14284397365212229,0.635565259248737
1526,3b8296e22b231fdc8c8a5e284edad157,SP,Sudeste,126,1,672.4,672.4,5.0,0,10,High Value,1,📊 Standard Customers,0.1232296906353687,2.25288444502265
3948,46b243ee048230f4654606f3728afbd5,MG,Sudeste,118,1,672.37,672.37,5.0,0,10,High Value,1,📊 Standard Customers,0.1274089932254535,2.251449968621518
97605,1a090a562538d61d67fae0f05fcc5134,MA,Nordeste,224,1,672.12,168.03,3.0,0,9,Medium Value,0,🛍️ High-Value Occasional,-0.07380868661803809,0.7260041399196004
25183,553d4ddf98f0c04aa7e4a938826eb335,SC,Sul,6,1,672.1,168.025,4.0,0,11,High Value,1,📊 Standard Customers,0.048436353820512666,0.5758031912555435
25011,2b886c4905b385599e6d8a117c8dceb4,MG,Sudeste,291,1,671.7,671.7,5.0,0,8,Medium Value,1,📊 Standard Customers,0.03636304442765768,2.276430022706515
77282,8d559e5c41feffa8c86c61a6e6d88107,DF,Centro-Oeste,283,1,671.7,671.7,5.0,0,8,Medium Value,1,📊 Standard Customers,0.04055755528967903,2.2751329604799304
9034,b5644fac32c2e169bea093b7ef916e65,PR,Sul,290,1,671.7,671.7,5.0,0,8,Medium Value,1,📊 Standard Customers,0.03688735828541035,2.276267889928192
68359,6e7dba8fa5766b32a48cb7783a84924f,BA,Nordeste,358,1,671.58,74.62,1.0,0,8,Medium Value,0,🛍️ High-Value Occasional,-0.18412107617240187,0.6485917837743742
49248,1b7d5ea23431ef1368ee0a5ac4782aa4,BA,Nordeste,195,1,671.51,671.51,1.0,0,9,Medium Value,0,🛍️ High-Value Occasional,0.05479724976054983,2.719263370465786
54113,a7986e0208cca640dd67c245525231b2,RJ,Sudeste,186,2,671.49,335.745,2.0,0,13,VIP,0,🛍️ High-Value Occasional,3.2726102016149805,0.9481929572993826
19082,7c5a7e345e74fc2a92fdf3a186bb142d,PR,Sul,544,1,671.39,671.39,5.0,0,7,Medium Value,1,📊 Standard Customers,-0.09644551372711262,2.3160296691519306
7739,213a3dfbeeaa4c75f8b3887c1e3b72e2,BA,Nordeste,367,1,671.34,671.34,5.0,0,8,Medium Value,1,📊 Standard Customers,-0.0036673080247843874,2.2871031437644977
68613,ac10064713bd3169f17aed85acad2106,DF,Centro-Oeste,692,1,671.31,671.31,5.0,0,7,Medium Value,1,📊 Standard Customers,-0.17408452006633862,2.339658882544954
19090,86e49ecfd2467610147d7ee262057b3b,MG,Sudeste,64,1,671.22,74.58,5.0,0,11,High Value,1,📊 Standard Customers,0.001730583259091634,0.14113171308624647
85911,3929a54da1d2080fad9a1db8d96763a0,PE,Nordeste,232,1,670.99,670.99,3.0,0,9,Medium Value,0,🛍️ High-Value Occasional,0.051035829954682886,2.4932462454463695
66295,88ed5da9b610ed59feb01e4eed5e4c2c,SP,Sudeste,383,1,670.92,670.92,5.0,0,7,Medium Value,1,📊 Standard Customers,-0.012269245555939492,2.2877734697739993
46743,e53b3caaa3e91527aee71e5e36201108,PB,Nordeste,203,1,670.92,167.73,3.0,0,9,Medium Value,0,🛍️ High-Value Occasional,-0.06317501803358976,0.720264935953752
80251,c198e769b7fac14f57905d5384eb9392,RS,Sul,545,1,670.85,670.85,5.0,0,7,Medium Value,1,📊 Standard Customers,-0.09724357647972405,2.313718346788396
78390,4a2cb078cabc165954e87bc0d80f38d1,RN,Nordeste,274,1,670.85,670.85,1.0,0,8,Medium Value,0,🛍️ High-Value Occasional,0.01304187301548382,2.7290487481132613
95272,76ab1b49391ce566431f4ce1d52b3f6d,AL,Nordeste,271,1,670.77,670.77,4.0,0,8,Medium Value,1,📊 Standard Customers,0.03842696366373511,2.3837446237916815
31277,9bc26fe6fd9365ef95a2f6a3a20a0b87,SP,Sudeste,29,1,670.77,670.77,5.0,0,11,High Value,1,📊 Standard Customers,0.1732618187288226,2.229691395374888
59322,3d7374e69df52d243adcddbbd1fc6cf3,RJ,Sudeste,533,1,670.7,670.7,3.0,0,7,Medium Value,0,🛍️ High-Value Occasional,-0.10692965452425775,2.5407198747009923
27884,f0230c8b7c8cf0c55c96d578dc817814,SC,Sul,118,1,670.64,167.66,5.0,0,10,High Value,1,📊 Standard Customers,-0.002794485713346822,0.47630476069282995
34602,4c30323fca0b6d7cca4bb85117853629,RS,Sul,155,1,670.51,670.51,5.0,0,10,High Value,1,📊 Standard Customers,0.1070664676285357,2.2489292025975174
71103,04ae0d3a4945863f5612f80fb3cb9c6c,RJ,Sudeste,25,1,670.47,670.47,5.0,0,11,High Value,1,📊 Standard Customers,0.17520699144046728,2.227668722516119
18451,eb7f6a96757f0ef3ffd4eadacde32cab,SP,Sudeste,25,1,670.38,167.595,1.0,0,11,High Value,0,🛍️ High-Value Occasional,0.014081430575741629,0.919989006507975
98900,1c0f4fa4a215c3de40cadc66f35391e9,SP,Sudeste,373,1,670.36,167.59,2.0,0,8,Medium Value,0,🛍️ High-Value Occasional,-0.16043517247371858,0.8615552103747868
40447,bfc71525d6dd190610698d3c92a391e6,SP,Sudeste,371,1,670.36,167.59,5.0,0,8,Medium Value,1,📊 Standard Customers,-0.13553384029138899,0.5167796566303237
25216,9186963d441c85d9a781413da96a7fb8,MA,Nordeste,354,1,670.3,670.3,5.0,0,8,Medium Value,1,📊 Standard Customers,0.002621552032198233,2.2802317262619782
55147,10e92acf5a464233662f0a72bcbb2c6b,SP,Sudeste,135,1,670.2,670.2,5.0,0,10,High Value,1,📊 Standard Customers,0.1173955926402443,2.2442666005607297
31754,3a89a315936b3df814113142920a5127,MG,Sudeste,262,1,669.98,669.98,5.0,0,9,Medium Value,1,📊 Standard Customers,0.05069620537812019,2.2638497594610794
7607,43d49082b0b4c9cd47729f80b5b515be,BA,Nordeste,353,1,669.96,167.49,4.0,0,8,Medium Value,1,📊 Standard Customers,-0.13417273315023492,0.627900224142759
51580,4a080fbb39cea0bbc34236191a82140a,BA,Nordeste,260,1,669.96,167.49,4.0,0,9,Medium Value,1,📊 Standard Customers,-0.08541154437923666,0.6128218757587117
77163,44b6bbfea26596437062a38c8e6bcec1,SP,Sudeste,463,2,669.73,92.72,5.0,6,11,High Value,2,🌟 Champions (VIP),5.194313015793646,-0.13541408334020974
97535,b67b7ef060f57409ac341acbc461049e,SP,Sudeste,190,1,669.72,167.43,5.0,0,9,Medium Value,1,📊 Standard Customers,-0.04083405733327992,0.4861886020892771
